response_id,submission_timestamp,completion_time_minutes,survey_version,device_type,Q1_industry_sector,Q2_annual_revenue,Q3_number_employees,Q4_geographic_location,Q5_energy_consumption_mwh,Q6_currently_using_h2,Q7_current_h2_source,Q8_annual_h2_consumption_tonnes,Q9_challenge_cost,Q9_challenge_supply,Q9_challenge_certification,Q9_challenge_logistics,Q9_challenge_safety,Q9_challenge_carbon,Q10_influence_uae_net_zero,Q10_influence_uae_hydrogen_strategy,Q10_influence_customer_requirements,Q10_influence_esg_standards,Q10_influence_eu_cbam,Q10_influence_investor_pressure,Q10_influence_board_mandate,Q10_influence_competitive_pressure,Q10_influence_government_incentives,Q10_influence_carbon_credits,Q11_cert_iso_14001,Q11_cert_iso_50001,Q11_cert_uae_ministry,Q11_cert_adnoc_hse,Q11_cert_international_cert,Q11_cert_blockchain_verified,Q11_cert_customer_specific,Q11_cert_carbon_neutral,Q11_cert_green_h2_cert,Q11_cert_none_required,Q12_stakeholder_ceo_csuite,Q12_stakeholder_procurement,Q12_stakeholder_sustainability_officer,Q12_stakeholder_operations,Q12_stakeholder_finance_cfo,Q12_stakeholder_board_directors,Q12_stakeholder_government_relations,Q12_stakeholder_environmental_team,Q12_stakeholder_supply_chain,Q12_stakeholder_external_consultants,Q13_transition_timeline,Q14_sustainability_budget_usd,Q15_h2_budget_percentage,Q16_roi_timeline,Q18_pricing_model,Q17_feature_real_time_pricing,Q17_feature_blockchain_cert,Q17_feature_carbon_tracking,Q17_feature_compliance_reporting,Q17_feature_supply_demand_matching,Q17_feature_logistics_optimization,Q17_feature_safety_monitoring,Q17_feature_predictive_analytics,Q17_feature_erp_integration,Q17_feature_mobile_app,Q17_feature_support_24_7,Q17_feature_insurance_coverage,Q19_integration_sap,Q19_integration_oracle,Q19_integration_microsoft_dynamics,Q19_integration_custom_erp,Q19_integration_iot_sensors,Q19_integration_scada,Q19_integration_banking,Q19_integration_government_portals,Q19_integration_no_integration,Q20_monthly_budget_usd,Q21_platform_fee_percentage,Q22_carbon_value_usd_per_tonne,Q23_likelihood_to_use,Q24_would_recommend,Q25_decision_timeline,Q26_main_concerns,Q27_additional_features,Q28_follow_up,Q28_contact_name,Q28_contact_email,Q28_contact_phone,Q28_contact_company,Q28_contact_title,company_profile_segment
RESP_00109,2025-11-06 13:57:37,12.3,1.0,Mobile,manufacturing,4,4,Dubai,1257.0,1,grey,11.5,5,2,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,6,369700.0,26.6,3,pay_per_use,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,50000.0,3.0,78.0,1,2,medium,Data security and privacy,Automated reporting dashboards,yes,Omar Al-Nahyan,omar.alnahyan@example.com,+971-55-183-3317,DP World,Operations Head,mid_market
RESP_00110,2025-10-21 09:35:37,10.2,1.0,Desktop,transport,2,2,Saudi Arabia,116.0,0,not_applicable,0.0,4,3,4,4,3,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,2,26000.0,2.7,4,transaction_fee,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1250.0,2.4,51.0,-1,-2,long,Data security and privacy,Mobile app for field operations,no,,,,,,small_innovative
RESP_00111,2025-10-15 02:58:37,11.7,1.0,Desktop,logistics,2,3,Abu Dhabi,677.0,0,not_applicable,0.0,4,4,4,4,3,5,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,80900.0,4.8,2,monthly_subscription,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,2550.0,2.0,69.0,-1,-1,none,Training requirements for staff,Multi-language support including Arabic,no,,,,,,growing_company
RESP_00112,2025-10-20 10:13:37,15.6,1.0,Tablet,logistics,2,1,Other GCC,265.0,0,not_applicable,0.0,5,5,3,4,4,5,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,2,55000.0,5.2,4,transaction_fee,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2430.0,4.2,53.0,-1,-1,long,Integration complexity with existing systems,Mobile app for field operations,no,,,,,,small_innovative
RESP_00113,2025-11-01 02:27:37,15.9,1.0,Tablet,power,4,4,Abu Dhabi,2333.0,1,not_applicable,35.9,4,5,4,5,2,5,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,6,55400.0,33.8,2,transaction_fee,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,31110.0,2.7,54.0,2,2,immediate,Cost-benefit ratio unclear,Audit trail functionality,yes,Hassan Al-Qassimi,hassan.alqassimi@example.com,+971-53-240-3538,Emirates Steel,Operations Head,mid_market
RESP_00114,2025-10-16 13:47:37,8.0,1.0,Desktop,manufacturing,2,3,Dubai,708.0,0,not_applicable,0.0,3,3,3,5,2,4,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,51400.0,8.8,2,freemium,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,6010.0,4.7,50.0,0,0,medium,Training requirements for staff,API for custom integrations,no,,,,,,growing_company
RESP_00115,2025-10-19 20:44:37,15.1,1.0,Desktop,power,4,4,Abu Dhabi,1648.0,0,not_applicable,0.0,5,4,3,4,3,5,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,3,72400.0,6.1,4,monthly_subscription,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,21990.0,2.9,42.0,1,2,medium,Integration complexity with existing systems,Real-time alerts and notifications,yes,Fatima Al-Suwaidi,fatima.alsuwaidi@example.com,+971-52-266-3962,EGA,Energy Manager,mid_market
RESP_00116,2025-10-29 09:54:37,8.6,1.0,Desktop,chemical,5,5,Dubai,30710.0,1,mixed,291.0,5,2,5,3,3,4,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,6,218700.0,42.9,2,monthly_subscription,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,50000.0,0.6,98.0,2,2,short,Scalability for our operations,AI-powered demand forecasting,yes,Hassan Al-Falasi,hassan.alfalasi@example.com,+971-57-339-9749,DEWA,Operations Head,large_industrial
RESP_00117,2025-10-29 10:04:37,12.4,1.0,Mobile,aluminum,6,5,Abu Dhabi,16339.0,0,not_applicable,0.0,2,4,4,2,3,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,5,663800.0,18.6,3,monthly_subscription,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,50000.0,0.7,99.0,2,2,medium,Safety protocols and compliance,Benchmarking against industry peers,yes,Hassan Al-Falasi,hassan.alfalasi@example.com,+971-56-614-9641,TAQA,Procurement Director,large_industrial
RESP_00118,2025-11-05 23:37:37,11.9,1.0,Desktop,chemical,3,4,Sharjah/Northern Emirates,1707.0,0,not_applicable,0.0,4,3,3,3,2,5,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,93300.0,3.2,5,monthly_subscription,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,11500.0,2.4,76.0,0,0,medium,Vendor lock-in concerns,Audit trail functionality,no,,,,,,mid_market
RESP_00119,2025-10-12 03:55:37,11.7,1.0,Desktop,logistics,2,3,Sharjah/Northern Emirates,835.0,0,not_applicable,0.0,5,3,2,4,3,3,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,3,26400.0,2.7,4,monthly_subscription,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2250.0,4.1,72.0,0,0,medium,Cost-benefit ratio unclear,Integration with carbon credit markets,no,,,,,,growing_company
RESP_00120,2025-11-08 02:23:37,11.4,1.0,Desktop,chemical,5,6,Abu Dhabi,20605.0,1,grey,68.1,3,4,4,3,3,5,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,6,247000.0,39.3,2,annual_license,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,50000.0,0.9,98.0,2,2,medium,Integration complexity with existing systems,Real-time alerts and notifications,yes,Mariam Al-Nahyan,mariam.alnahyan@example.com,+971-56-193-4637,Mubadala,Operations Head,large_industrial
RESP_00121,2025-11-08 19:08:37,8.0,1.0,Desktop,transport,3,2,Saudi Arabia,307.0,1,not_applicable,2.5,4,2,3,4,4,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,5,42800.0,48.4,3,transaction_fee,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,13750.0,3.9,36.0,2,2,immediate,Vendor lock-in concerns,Automated reporting dashboards,yes,Aisha Al-Maktoum,aisha.almaktoum@example.com,+971-55-329-1461,DP World,Sustainability Manager,growing_company
RESP_00122,2025-11-06 06:22:37,12.0,1.0,Mobile,manufacturing,3,3,Abu Dhabi,1461.0,0,not_applicable,0.0,5,5,2,5,3,4,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,3,38800.0,4.4,3,monthly_subscription,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,14140.0,2.4,61.0,0,0,medium,Scalability for our operations,Automated reporting dashboards,no,,,,,,mid_market
RESP_00123,2025-10-16 09:10:37,17.6,1.0,Desktop,steel,5,5,Abu Dhabi,27793.0,1,blue,229.1,5,3,5,2,3,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,6,199800.0,47.1,2,monthly_subscription,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,50000.0,1.8,94.0,2,2,short,Regulatory compliance complexity,Audit trail functionality,yes,Ahmed Al-Maktoum,ahmed.almaktoum@example.com,+971-50-362-4533,EGA,Supply Chain Director,large_industrial
RESP_00124,2025-10-28 03:51:37,13.2,1.0,Desktop,transport,3,4,Saudi Arabia,3430.0,1,mixed,20.8,5,2,3,3,3,4,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,5,69000.0,42.9,2,transaction_fee,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,23250.0,2.2,63.0,2,2,medium,Cost-benefit ratio unclear,Customizable workflows,yes,Omar Al-Maktoum,omar.almaktoum@example.com,+971-50-344-7878,Mubadala,Sustainability Manager,mid_market
RESP_00125,2025-10-21 14:39:37,13.4,1.0,Desktop,power,3,3,Dubai,1850.0,0,not_applicable,0.0,4,5,4,4,3,3,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,3,153400.0,11.2,5,transaction_fee,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,24200.0,1.6,48.0,1,2,immediate,Vendor lock-in concerns,AI-powered demand forecasting,yes,Abdullah Al-Qassimi,abdullah.alqassimi@example.com,+971-52-398-8032,ADNOC Group,Supply Chain Director,mid_market
RESP_00126,2025-10-22 18:29:37,9.4,1.0,Desktop,power,4,3,Saudi Arabia,5383.0,0,not_applicable,0.0,5,4,3,4,4,4,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,2,175500.0,4.3,4,pay_per_use,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,38650.0,1.5,68.0,2,2,short,Scalability for our operations,API for custom integrations,yes,Mohammad Al-Mazrouei,mohammad.almazrouei@example.com,+971-51-638-9914,ADNOC Group,Energy Manager,mid_market
RESP_00127,2025-10-20 19:17:37,10.4,1.0,Tablet,refining,6,6,Abu Dhabi,10656.0,1,blue,89.1,3,5,5,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,6,1959900.0,40.8,2,transaction_fee,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,50000.0,1.5,129.0,2,2,short,Vendor lock-in concerns,Automated reporting dashboards,yes,Ahmed Al-Mazrouei,ahmed.almazrouei@example.com,+971-51-453-4950,Emirates Steel,Supply Chain Director,large_industrial
RESP_00128,2025-11-08 20:06:37,8.0,1.0,Desktop,power,3,3,Dubai,1235.0,1,grey,27.4,3,3,4,3,3,5,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,6,149100.0,28.3,2,pay_per_use,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,26270.0,2.6,60.0,2,1,short,Scalability for our operations,API for custom integrations,yes,Fatima Al-Ketbi,fatima.alketbi@example.com,+971-57-746-3986,EGA,Sustainability Manager,mid_market
RESP_00129,2025-11-01 01:38:37,16.9,1.0,Mobile,chemical,3,3,Abu Dhabi,7651.0,0,not_applicable,0.0,5,2,2,5,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,2,47000.0,2.1,4,pay_per_use,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,17290.0,1.1,36.0,0,0,medium,Integration complexity with existing systems,Mobile app for field operations,no,,,,,,mid_market
RESP_00130,2025-10-11 22:08:37,14.7,1.0,Tablet,transport,3,4,Abu Dhabi,2885.0,1,grey,26.5,4,2,2,5,3,5,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,5,111900.0,29.1,3,freemium,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,17570.0,1.5,40.0,2,2,short,Integration complexity with existing systems,Mobile app for field operations,yes,Mariam Al-Ketbi,mariam.alketbi@example.com,+971-54-137-4131,Masdar,Operations Head,mid_market
RESP_00131,2025-11-02 03:49:37,9.6,1.0,Desktop,transport,2,1,Saudi Arabia,223.0,0,not_applicable,0.0,4,4,2,3,3,3,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,2,31000.0,3.6,2,freemium,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,2140.0,3.1,34.0,-2,-1,none,Data security and privacy,Customizable workflows,no,,,,,,small_innovative
RESP_00132,2025-10-12 19:19:37,12.5,1.0,Desktop,chemical,3,2,Dubai,489.0,0,not_applicable,0.0,5,4,2,4,3,5,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,75100.0,2.0,3,monthly_subscription,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,11320.0,2.4,61.0,-1,-1,none,Scalability for our operations,Customizable workflows,no,,,,,,growing_company
RESP_00133,2025-10-29 15:23:37,17.4,1.0,Tablet,logistics,2,3,Abu Dhabi,611.0,0,not_applicable,0.0,5,3,2,5,4,4,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,55100.0,10.3,2,pay_per_use,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,6580.0,4.4,30.0,-1,-1,none,Data security and privacy,Multi-language support including Arabic,no,,,,,,growing_company
RESP_00134,2025-10-27 11:48:37,8.3,1.0,Tablet,manufacturing,3,2,Dubai,564.0,1,not_applicable,3.3,5,2,3,5,3,4,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,4,78700.0,37.9,4,transaction_fee,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,12580.0,4.7,60.0,1,2,short,Scalability for our operations,Benchmarking against industry peers,yes,Omar Al-Mazrouei,omar.almazrouei@example.com,+971-51-181-6372,Masdar,Operations Head,growing_company
RESP_00135,2025-10-18 18:30:37,14.8,1.0,Desktop,transport,2,3,Saudi Arabia,1366.0,0,not_applicable,0.0,3,5,4,3,3,4,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,3,74900.0,6.4,2,transaction_fee,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,6950.0,4.5,41.0,-1,-2,none,Vendor lock-in concerns,Customizable workflows,no,,,,,,growing_company
RESP_00136,2025-11-08 07:45:37,10.8,1.0,Desktop,transport,2,3,Saudi Arabia,1052.0,0,not_applicable,0.0,4,4,3,3,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,19500.0,12.7,5,freemium,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,3010.0,4.7,45.0,-1,-2,long,Regulatory compliance complexity,Real-time alerts and notifications,no,,,,,,growing_company
RESP_00137,2025-11-01 10:50:37,14.6,1.0,Mobile,transport,2,3,Dubai,519.0,0,not_applicable,0.0,5,3,2,3,3,4,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,39200.0,14.5,2,monthly_subscription,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4140.0,3.0,46.0,0,0,medium,Cost-benefit ratio unclear,Real-time alerts and notifications,no,,,,,,growing_company
RESP_00138,2025-10-29 14:49:37,18.4,1.0,Tablet,power,1,1,Sharjah/Northern Emirates,269.0,0,not_applicable,0.0,3,4,4,3,2,4,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,2,22400.0,10.1,5,pay_per_use,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,810.0,4.0,73.0,0,0,long,Need more proof of ROI,API for custom integrations,no,,,,,,small_innovative
RESP_00139,2025-11-05 11:57:37,8.9,1.0,Mobile,logistics,1,1,Other GCC,84.0,0,not_applicable,0.0,3,3,4,3,3,4,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,2,17900.0,10.3,3,freemium,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,600.0,4.1,60.0,-1,-1,long,Integration complexity with existing systems,Automated reporting dashboards,no,,,,,,small_innovative
RESP_00140,2025-11-07 23:51:37,8.0,1.0,Mobile,transport,3,4,Dubai,2231.0,0,not_applicable,0.0,5,3,3,4,3,4,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,3,101800.0,0.4,2,freemium,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,12550.0,2.3,39.0,1,2,short,Vendor lock-in concerns,Customizable workflows,yes,Khalid Al-Suwaidi,khalid.alsuwaidi@example.com,+971-59-133-3513,Mubadala,Operations Head,mid_market
RESP_00141,2025-10-17 05:04:37,19.2,1.0,Desktop,chemical,3,3,Sharjah/Northern Emirates,662.0,1,grey,9.7,5,5,4,4,2,4,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,5,68800.0,31.6,5,transaction_fee,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7790.0,4.6,34.0,0,0,medium,Vendor lock-in concerns,Real-time alerts and notifications,no,,,,,,growing_company
RESP_00142,2025-10-30 11:23:37,10.1,1.0,Desktop,steel,6,6,Abu Dhabi,29245.0,1,grey,139.2,2,3,4,4,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,6,285200.0,20.5,1,annual_license,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,50000.0,1.6,99.0,2,2,short,Cost-benefit ratio unclear,Integration with carbon credit markets,yes,Mohammad Al-Rashid,mohammad.alrashid@example.com,+971-52-611-9482,TAQA,Supply Chain Director,large_industrial
RESP_00143,2025-10-16 22:55:37,10.7,1.0,Desktop,power,1,1,Abu Dhabi,140.0,0,not_applicable,0.0,4,5,3,4,3,4,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,3,17100.0,8.4,2,freemium,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,710.0,4.2,70.0,-1,-1,none,Regulatory compliance complexity,Integration with carbon credit markets,no,,,,,,small_innovative
RESP_00144,2025-10-18 16:28:37,15.0,1.0,Mobile,chemical,2,3,Abu Dhabi,1279.0,1,mixed,7.9,4,4,3,3,3,5,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,6,19000.0,32.8,2,monthly_subscription,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,5910.0,2.3,32.0,1,2,short,Vendor lock-in concerns,Multi-language support including Arabic,yes,Mohammad Al-Ketbi,mohammad.alketbi@example.com,+971-52-830-8292,Emirates Steel,Operations Head,growing_company
RESP_00145,2025-10-23 14:22:37,12.5,1.0,Desktop,manufacturing,3,4,Dubai,2571.0,0,not_applicable,0.0,5,5,3,5,3,5,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,172400.0,8.6,2,monthly_subscription,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,25810.0,1.8,77.0,1,2,immediate,Need more proof of ROI,AI-powered demand forecasting,yes,Fatima Al-Nahyan,fatima.alnahyan@example.com,+971-55-620-4673,Emirates Steel,Procurement Director,mid_market
RESP_00146,2025-10-15 16:39:37,15.7,1.0,Desktop,manufacturing,3,3,Abu Dhabi,1045.0,1,grey,4.2,3,3,3,5,3,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,6,50900.0,45.0,3,monthly_subscription,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,14540.0,3.7,77.0,1,2,immediate,Blockchain technology maturity,Real-time alerts and notifications,yes,Abdullah Al-Mazrouei,abdullah.almazrouei@example.com,+971-57-922-3126,Emirates Steel,Sustainability Manager,growing_company
RESP_00147,2025-10-18 08:10:37,13.5,1.0,Tablet,transport,2,2,Sharjah/Northern Emirates,108.0,0,not_applicable,0.0,5,3,4,4,4,4,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,52900.0,7.8,4,transaction_fee,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2050.0,3.3,73.0,-2,-2,none,Data security and privacy,Benchmarking against industry peers,no,,,,,,small_innovative
RESP_00148,2025-11-08 03:20:37,13.9,1.0,Desktop,transport,4,3,Abu Dhabi,7108.0,0,not_applicable,0.0,5,4,2,5,3,4,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,3,363200.0,6.0,5,transaction_fee,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,50000.0,2.6,54.0,1,2,immediate,Data security and privacy,Audit trail functionality,yes,Hassan Al-Ketbi,hassan.alketbi@example.com,+971-58-452-3102,EGA,Procurement Director,mid_market
RESP_00149,2025-10-12 05:47:37,11.8,1.0,Desktop,aluminum,5,6,Dubai,15537.0,1,mixed,92.4,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,5,290700.0,27.2,2,monthly_subscription,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,50000.0,1.7,95.0,2,2,immediate,Training requirements for staff,Integration with carbon credit markets,yes,Fatima Al-Falasi,fatima.alfalasi@example.com,+971-52-265-6286,DEWA,Operations Head,large_industrial
RESP_00150,2025-10-14 05:24:37,12.7,1.0,Desktop,transport,3,4,Other GCC,7349.0,1,grey,63.2,3,2,3,4,3,4,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,5,142200.0,21.3,3,transaction_fee,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,25160.0,1.2,71.0,2,1,short,Need more proof of ROI,Benchmarking against industry peers,yes,Mariam Al-Falasi,mariam.alfalasi@example.com,+971-52-740-5961,Emirates Steel,Supply Chain Director,mid_market
RESP_00151,2025-10-10 13:31:37,16.4,1.0,Desktop,power,3,4,Dubai,1449.0,1,not_applicable,43.9,5,2,3,3,2,5,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,6,110700.0,35.0,5,monthly_subscription,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,15970.0,1.7,62.0,2,2,immediate,Regulatory compliance complexity,Integration with carbon credit markets,yes,Abdullah Al-Mazrouei,abdullah.almazrouei@example.com,+971-59-142-1464,Emirates Steel,Sustainability Manager,mid_market
RESP_00152,2025-10-21 00:51:37,15.1,1.0,Desktop,manufacturing,3,3,Sharjah/Northern Emirates,4827.0,1,grey,41.5,3,4,4,3,4,4,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,6,119200.0,21.4,5,pay_per_use,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,26950.0,1.0,39.0,2,2,immediate,Scalability for our operations,AI-powered demand forecasting,yes,Abdullah Al-Rashid,abdullah.alrashid@example.com,+971-57-742-9938,Masdar,Operations Head,mid_market
RESP_00153,2025-10-15 10:15:37,11.6,1.0,Mobile,manufacturing,3,3,Abu Dhabi,2149.0,1,grey,21.8,4,4,3,5,3,4,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,6,70500.0,31.4,3,freemium,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,16140.0,1.0,64.0,2,1,medium,Safety protocols and compliance,Mobile app for field operations,yes,Mohammad Al-Rashid,mohammad.alrashid@example.com,+971-52-550-7809,Mubadala,Energy Manager,mid_market
RESP_00154,2025-10-22 03:20:37,11.8,1.0,Tablet,transport,1,1,Dubai,117.0,0,not_applicable,0.0,3,3,3,4,3,3,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,2,24000.0,13.9,3,pay_per_use,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,700.0,4.7,26.0,-1,-2,none,Vendor lock-in concerns,Mobile app for field operations,no,,,,,,small_innovative
